Ticker,PE_TTM,Forward_PE,Revenue_YoY,EPS_YoY,Market_Cap
MGM,19.863386,15.804347,0.018,-0.738,9894142976.0
CPB,16.69403,9.840176,0.012,,10003751936.0
ALB,,39.326088,-0.07,,8515542016.0
DVA,13.248033,11.9432125,0.061,-0.105,9623900160.0
IPG,22.652542,9.72,-0.066,-0.242,9790289920.0
AES,9.819231,6.2881775,-0.03,,9089317888.0
IVZ,24.17742,11.896826,0.022,0.063,10027500544.0
MTCH,18.896038,15.391129,-0.0,-0.059,9184541696.0
CAG,8.085417,7.2137547,-0.043,,9289057280.0
MOH,8.6405325,6.815636,0.148,-0.153,9497465856.0
EPAM,23.31398,14.605094,0.18,-0.108,9102600192.0
KMX,16.944752,16.270557,0.062,0.38,9205416960.0
TECH,117.38043,24.65525,0.036,,8398922240.0
DAY,229.86665,31.203619,0.098,,10881955840.0
HSIC,21.64148,12.94327,0.033,-0.173,8161942528.0
FRT,25.597467,32.934853,0.052,0.392,8775872512.0
LKQ,11.759125,8.900553,-0.019,0.038,8289980416.0
MHK,18.020584,12.169956,0.0,-0.069,8430988800.0
CRL,,15.348736,0.006,-0.444,7765262848.0
LW,22.792,11.441767,0.04,-0.076,7940448256.0
EMN,9.495077,7.7597704,-0.032,-0.391,7752308736.0
APA,7.83564,8.234546,-0.136,0.115,8102063616.0
MKTX,31.68044,22.826855,0.11,0.096,7019350528.0
CZR,,19.272388,0.027,,5371393536.0
ENPH,29.682173,10.461749,0.197,2.42,5006455808.0
